Frequency (Hz),OUT (V),Phase (deg),IN (V),Phase (deg)
0,0.5000042734170893,0,0.5033950463039748,0
14.6631006006006,0.2131243991425391,0.02101203949241858,0.2145834072169956,0.07709023727791833
29.3262012012012,0.0001735440275326732,107.942428799577,1.496968677805475e-05,61.38503408424123
43.9893018018018,0.000573838547082151,119.4985611642656,0.0005034986047115361,116.6577821191638
58.6524024024024,0.0003129339177088317,111.4046872079172,0.000468987085952184,100.0017894783655
73.315503003003,0.000121300016582525,18.64201423326092,0.0001372830759139393,150.5464993274425
87.9786036036036,2.382041788705005e-05,140.6686247739626,5.574233223329005e-05,48.90146450682118
102.6417042042042,7.633345289395547e-05,24.3064357485359,7.293546722608331e-05,161.1968305959425
117.3048048048048,0.0001165371731853075,7.450223249061183,8.648461362663761e-05,15.20284827541269
131.9679054054054,3.102342647842796e-05,146.1357307312293,2.954022248047004e-05,122.5659936432861
146.631006006006,9.965529271556279e-05,160.1193240319127,0.0001356439200983327,26.22750980610573
161.2941066066066,8.80454439476422e-05,53.13111966861743,7.762319464529671e-05,151.9252466645743
175.9572072072072,8.939844424662079e-05,131.1330995593344,4.925143162880988e-05,28.52995694281606
190.6203078078078,0.0001038345167161775,20.54255172152113,9.113084482171034e-05,8.866179203051052
205.2834084084084,5.636465130815727e-05,161.4082922612973,7.885070964993455e-05,173.3514431237647
219.946509009009,0.0001025327903350889,4.282992528350397,6.873747798095889e-05,22.30899548816151
234.6096096096096,7.381339314429924e-05,28.94982946197253,7.197882852479847e-05,12.10670806599666
249.2727102102102,7.087731376654009e-05,151.9213015381234,9.338474130614617e-05,168.3788574669393
263.9358108108108,7.1543291124271e-05,13.81535376458062,5.372931582114228e-05,36.18471168837866
278.5989114114114,4.89382490868274e-05,168.6507996809472,7.120785676241756e-05,178.8533292049194
293.262012012012,9.847241257345511e-05,30.86662055051461,5.080329467294833e-05,35.40100560251366
307.9251126126126,8.357231662934809e-05,148.4232385577446,0.0001216585232920112,159.9580105019041
322.5882132132132,4.778900316124655e-05,14.66763181075598,6.077415733836927e-05,26.84415662299441
337.2513138138138,9.745663788817258e-05,174.308454424509,8.763802530686936e-05,3.80677999293826
351.9144144144144,4.532286229157981e-05,1.788884867752876,5.366856135215922e-05,13.74182955233608
366.577515015015,8.209194513533889e-05,1.425523286972207,8.190866325750338e-05,15.99589359842553
381.2406156156156,6.306427731058494e-05,27.62657847250747,4.373652769730416e-05,171.6886107582833
395.9037162162162,9.689371529749094e-05,153.6605783703752,9.806170217889524e-05,179.916031419098
410.5668168168168,6.403566926088713e-05,20.16350439299026,7.734534239305451e-05,1.545540526730188
425.2299174174174,4.804172017329413e-05,167.0024753308535,6.515198866167004e-05,9.948977288221883
439.893018018018,7.633329313503373e-05,18.96002864687088,6.339315498397637e-05,23.59844020000971
454.5561186186186,6.671792878158372e-05,152.1956454002421,7.725320910160136e-05,153.1009888896611
469.2192192192192,0.0001047379354042797,1.446570443763188,0.0001005902689948417,3.658930115610893
483.8823198198198,4.34463913117797e-05,170.3952977708953,4.231563369474063e-05,38.82168258193132
498.5454204204204,9.288840497557926e-05,12.61324667209989,0.0001111221040430316,5.697251777198482
513.2085210210211,4.794464782767557e-05,12.76357023097642,5.42320916088873e-05,31.40563755386388
527.8716216216217,9.915599744616164e-05,151.3767139727602,9.264697137212647e-05,10.75017220994036
542.5347222222222,0.0001004222507547849,38.11773429352628,8.672593442896461e-05,174.193602827627
557.1978228228228,6.742573381937937e-05,122.9912071815287,3.10723096008186e-05,108.9814848392557
571.8609234234234,8.402591596290895e-05,174.239075149428,0.0001250243969426172,21.4781649605322
586.524024024024,5.868750041591875e-05,25.93171525841124,4.849956320825386e-05,157.3758543948829
601.1871246246246,9.794005800323915e-05,4.48517826826665,9.95716104754923e-05,19.71917210660321
615.8502252252252,8.932303648600641e-05,163.4805571441985,6.219491644863841e-05,177.6326042927538
630.5133258258259,4.401890592577339e-05,28.793836896542,9.45709937567312e-05,1.676097759658702
645.1764264264264,0.000100248929388742,162.7185111903371,5.845795522345483e-05,32.82064069264584
659.839527027027,5.252231080122606e-05,11.39037918684288,7.937119303839389e-05,161.3914371897518
674.5026276276276,8.794725192055605e-05,176.6775323952612,7.806825128807168e-05,35.40653276736417
689.1657282282282,5.537387968878427e-05,164.3877637459107,8.50165760820608e-05,158.4573729898719
703.8288288288288,8.683323667801013e-05,8.624890814064086,7.261227185824084e-05,18.40104346752075
718.4919294294294,7.177877327665045e-05,1.936035807714841,9.635869147385501e-05,12.80629192824672
733.15503003003,4.695168338405108e-05,161.9203178563898,3.125971792914985e-05,158.0935212088564
747.8181306306307,8.248046256954689e-05,164.519199840734,0.0001054828625794536,18.06567208084159
762.4812312312313,8.463539724799335e-05,19.47053850784036,6.147735721611322e-05,7.527060731473118
777.1443318318318,7.176033694766258e-05,1.195973266424921,7.565204158028923e-05,175.1897690398916
791.8074324324324,5.740592990737317e-05,179.3412102060988,7.113306299574835e-05,13.19309339677337
806.470533033033,7.947133782482202e-05,1.466663005748785,6.168545933683103e-05,11.26623380749709
821.1336336336336,7.905664083971682e-05,170.0420023086912,5.833423997276053e-05,5.513078056188108
835.7967342342342,2.998598982355286e-05,169.3227453080574,0.0001094908524548332,5.794448757662374
850.4598348348349,0.0001403107746099523,6.617724534970191,4.74360192194402e-05,4.236976619120304
865.1229354354355,4.305453538870766e-05,133.3821968076151,7.630897513883504e-05,3.257370261986699
879.786036036036,7.190368496812029e-05,8.79581769370288,7.670492702801386e-05,176.5009296789788
894.4491366366366,9.011856295329487e-05,174.2598590449845,8.576357909167283e-05,19.29349704839334
909.1122372372372,4.477369074819483e-05,165.7744381459495,6.349777446750864e-05,19.86809623992121
923.7753378378378,9.103026862118466e-05,12.6060943374033,6.586357772086051e-05,14.07186143332772
938.4384384384384,6.567736175647177e-05,163.8945835006224,8.022826148343319e-05,169.5019091383927
953.101539039039,6.680403220794701e-05,11.48169833452743,7.411821967177728e-05,3.390162168753588
967.7646396396397,9.689984494711306e-05,159.608121624008,7.356615608249321e-05,4.702459216016267
982.4277402402403,4.994479485800173e-05,30.15370250480254,8.085992128824995e-05,31.92863628148642
997.0908408408409,7.13394779123648e-05,170.182090156695,4.697434549873216e-05,176.3138429166982
1011.753941441441,0.0001127788087397644,176.0824820141625,0.0001139567052849687,179.4760907735343
1026.417042042042,3.232953302376722e-05,175.8407069017815,4.735758804664792e-05,12.33210150508382
1041.080142642643,8.762445854324958e-05,166.071107265799,7.183074149718099e-05,20.36768989268198
1055.743243243243,7.131079726901493e-05,23.47538805764317,8.073615657834368e-05,175.2723057225602
1070.406343843844,7.811060877892156e-05,166.3360843919538,8.094756621304566e-05,11.6333662010987
1085.069444444444,6.65584427806387e-05,172.2592317379958,5.462280357260255e-05,32.40868499772805
1099.732545045045,7.661305879400775e-05,168.4676693077432,7.879592800096429e-05,1.357658971450397
1114.395645645646,7.33393017706941e-05,13.82973265395429,0.0001106508725153457,16.76071935428305
1129.058746246246,5.050568485164573e-05,156.2227198709852,5.226714366311223e-05,173.8486772649448
1143.721846846847,0.0001205883977333164,175.7663094612282,7.968899199847788e-05,2.847406616407907
1158.384947447448,3.910728205356563e-05,16.95338994301719,6.860735782027484e-05,13.56656378163171
1173.048048048048,6.478845736911454e-05,167.3369743691198,6.784722265766038e-05,17.33098976567242
1187.711148648649,9.132444938672183e-05,172.4296195623784,8.192388664818348e-05,1.794212450404078
1202.374249249249,7.878190151908758e-05,19.27467829915419,6.994106709404645e-05,15.24408506409967
1217.03734984985,6.363221016882487e-05,166.7274625323056,7.270429455618883e-05,3.880096524072754
1231.70045045045,8.77971780044163e-05,162.8618342625252,6.899023466116766e-05,11.72181522427833
1246.363551051051,6.213529856276288e-05,25.00925714246016,7.77633186460764e-05,12.53383367660505
1261.026651651652,0.0001002220502357781,156.3378306696291,7.22859718594686e-05,8.061563060517004
1275.689752252252,5.129276395841244e-05,172.9003006241064,9.310541070146064e-05,175.7552202822885
1290.352852852853,7.853548854431392e-05,0.5258570682430981,6.244652006726122e-05,18.43430202528127
1305.015953453453,6.803920518715668e-05,179.418619447337,7.31778633599669e-05,30.14611466893229
1319.679054054054,7.003424045081094e-05,5.166461345286065,5.961640357936569e-05,161.8269322727869
1334.342154654655,8.755821164042841e-05,168.2311059252757,0.000110540685569179,15.67310637537233
1349.005255255255,7.126417246399031e-05,6.331703711249916,7.096179758869259e-05,16.07473793977869
1363.668355855856,8.251757445222468e-05,165.7123913105308,6.960368066883285e-05,168.985366898496
1378.331456456456,3.410221916871507e-05,7.704903442190153,9.038285131610847e-05,30.27204008947933
1392.994557057057,8.348829448294608e-05,164.1927787463476,7.208217324388005e-05,0.7523895263551444
1407.657657657658,7.207928139890124e-05,177.1811006921537,6.332760607397925e-05,11.78756874997294
1422.320758258258,4.383056819926882e-05,3.475984732492975,7.975641937385272e-05,0.08018135003960772
1436.983858858859,0.0001468943414199347,179.8050463177659,6.672782302071598e-05,17.15745429285625
1451.646959459459,8.340099533448689e-06,116.9701152149001,6.01968436136168e-05,28.64991309183403
1466.31006006006,0.0001180348387434111,2.711028070010627,9.264231769718049e-05,7.490895321242938
1480.973160660661,5.002270300738152e-05,127.5949249109233,7.888430446719845e-05,179.6340702013503
1495.636261261261,0.0001165496710133779,19.1109152889561,6.564677792667878e-05,24.44686320079185
1510.299361861862,6.380502303529607e-05,135.4915832302151,7.78336200080219e-05,11.93991954348072
1524.962462462463,6.360983020363748e-05,18.46768297159245,6.621988639124032e-05,4.278594249090536
1539.625563063063,7.909227329451183e-05,171.6855351736588,7.167861104556114e-05,2.47695589155148
1554.288663663664,7.880713034898191e-05,176.3237096003199,6.917974898796125e-05,33.96159643885014
1568.951764264264,7.122520580879005e-05,172.9531661843223,7.070429341081662e-05,175.5946280488783
1583.614864864865,7.327577232739287e-05,178.6783512407408,8.11004961802604e-05,19.34935782369867
1598.277965465466,7.43890093344117e-05,159.0130037006809,5.595642483345135e-05,14.38506862891745
1612.941066066066,7.203788931969037e-05,175.5145587197308,0.0001237363187415137,3.36661505924472
1627.604166666667,8.353910427465906e-05,2.775153647922854,6.435435576394065e-05,7.009659100310646
1642.267267267267,6.99755087754518e-05,6.446832615541422,6.777683746381283e-05,30.1826433607122
1656.930367867868,7.345834231838542e-05,158.8765709953249,8.996386726151006e-05,13.51693108390848
1671.593468468468,6.553340164721795e-05,170.3711118926463,5.722419209475574e-05,0.8316028607359293
1686.256569069069,7.528902088672595e-05,5.640800104188139,6.946463723907119e-05,19.28015349622232
1700.91966966967,8.518961680204814e-05,158.0885622938684,0.0001106990481844209,7.661450767482389
1715.58277027027,6.907370343645086e-05,7.900580984128955,5.527208638638537e-05,22.87472962070476
1730.245870870871,8.097688548071901e-05,178.6764122042031,7.581180675435753e-05,19.97841507401143
1744.908971471471,6.923023509051864e-05,166.4597503074116,8.379391613107987e-05,1.373553225657245
1759.572072072072,0.0001045945144031595,1.34069679798249,6.955608147615283e-05,42.189083140535
1774.235172672673,4.69204072556998e-05,167.4786991268911,8.437045199067574e-05,177.4086127594022
1788.898273273273,7.905352900120069e-05,155.5176538033294,6.286876376633443e-05,8.197974789754936
1803.561373873874,9.75683115982069e-05,22.39171210454509,0.0001043269214733849,25.0061733434493
1818.224474474474,8.799069429488058e-05,131.8339152653947,6.933748784258456e-05,165.4172189903967
1832.887575075075,7.008686451598548e-05,35.48733752190364,7.380752660101469e-05,29.89635480321655
1847.550675675676,0.0001075222339673192,166.0240813603209,8.892454072987034e-05,14.01082887623359
1862.213776276276,6.574121197729029e-05,173.5047384598738,7.359479690472977e-05,4.804047693019307
1876.876876876877,6.918347456334601e-05,169.5029325254473,6.218449622351914e-05,15.01536717748163
1891.539977477477,8.035543716097746e-05,1.756339856384647,9.227322198890992e-05,17.38191555358165
1906.203078078078,7.17369717090868e-05,15.1011215160637,5.008458487915682e-05,34.2601851567485
1920.866178678679,7.298725612837175e-05,145.5082542791576,8.992248592960168e-05,15.54652942229061
1935.529279279279,0.0001059760556637916,3.014777468970065,9.123544656477725e-05,1.261999025153011
1950.19237987988,5.563910826272344e-05,173.286246574641,5.073099495774335e-05,26.61138569260963
1964.855480480481,4.058416917973869e-05,163.6141726422804,8.09815621083167e-05,25.03467941632647
1979.518581081081,0.0001158588959933452,168.1331429774265,9.432086076502498e-05,177.8486249974719
1994.181681681682,5.890593143949855e-05,1.687743698120993,6.646378687726805e-05,31.38392855491709
2008.844782282282,0.000211994298606328,75.59540708443605,8.578980862844529e-05,4.51874534009269
2023.507882882883,0.0003966281097179153,111.24897373172,8.73140295179128e-05,27.61185295528487
2038.170983483483,0.0001276388366802506,67.20053090611167,6.104665983522666e-05,178.4550597954441
2052.834084084084,6.425171943503376e-05,158.1709602606417,8.506610027047737e-05,23.58173319464737
2067.497184684685,9.626910638429131e-05,169.115748963147,8.275166285741607e-05,5.597652965969582
2082.160285285285,6.029209361281432e-05,177.7441898375057,8.502308180726225e-05,18.79018738693328
2096.823385885886,8.270702061986506e-05,172.2936944026649,6.412916930454481e-05,31.02979512386778
2111.486486486487,8.496391573111144e-05,150.720311833155,7.688905864820266e-05,2.732762277792687
2126.149587087087,7.127060546994832e-05,32.05437024229923,7.004638238171683e-05,36.3870910607143
2140.812687687688,9.694839380260821e-05,173.1873559638195,0.0001030751664847984,8.70143703431704
2155.475788288288,7.087615765311484e-05,146.9628552535147,6.686645648164183e-05,9.528629815096643
2170.138888888889,9.975692456210474e-05,174.6007336223117,7.725982710685038e-05,12.92437589855999
2184.80198948949,7.350446793086888e-05,174.2489510723757,9.952534657727981e-05,25.599945633673
2199.46509009009,5.558620251573108e-05,153.5563542152763,4.975483024891557e-05,179.4455727467927
2214.128190690691,0.0001075770546111996,7.747606119710991,8.759357987999614e-05,19.38030416542113
2228.791291291291,6.313914816252518e-05,173.2642089763205,7.838406910480191e-05,23.17854286577891
2243.454391891892,6.136068062624221e-05,145.8683834325349,7.936978596192454e-05,11.51596830162745
2258.117492492493,0.0001077574241436793,5.419286656918731,7.436249359913958e-05,21.45314810278646
2272.780593093093,7.355752367050792e-05,160.2750886116012,9.646554002617052e-05,18.80119628975039
2287.443693693694,9.050154195312542e-05,0.2803459478837893,5.421808474025304e-05,29.29480589843861
2302.106794294294,6.055693357759967e-05,144.2929179685862,8.8568472687183e-05,16.8851971161143
2316.769894894895,7.903510238466924e-05,7.570183416744669,6.685584062941086e-05,10.33821708111035
2331.432995495496,0.0001109307820513942,167.7912432332622,0.0001104016795217233,5.554834130481407
2346.096096096096,5.231767755485849e-05,20.11701431888174,7.502614170777188e-05,47.48536453909617
2360.759196696697,7.153648782739579e-05,150.0354683363336,6.653544933447571e-05,8.259052021053071
2375.422297297297,9.858113256498545e-05,177.9139934918893,9.309183259896473e-05,17.23321077601287
2390.085397897898,9.670147024487275e-05,168.0079241253609,0.0001014240546074334,26.84293300393947
2404.748498498499,4.536295288769706e-05,165.7158574943651,6.412493465257491e-05,163.6809348786702
2419.411599099099,8.409036749628586e-05,158.0844832034049,8.273451375732792e-05,27.8533077433213
2434.0746996997,0.0002025693358274315,66.33955339926504,8.96471969769667e-05,16.72462541583058
2448.7378003003,0.0003982847895346308,104.4142413552539,7.25253750831392e-05,42.89714140616717
2463.400900900901,0.000160325130713649,64.36278167547671,0.0001023730895371315,9.582908051792877
2478.064001501501,0.0001012969602010765,166.7137393120416,8.607564308818762e-05,12.36028818568357
2492.727102102102,1.653317389690542e-05,78.24822351428814,1.288133853142686e-05,130.0771535616278
2507.390202702702,0.0001632755816795349,173.3803221267324,0.0001701044662510882,8.767425673782684
2522.053303303303,3.642086122747318e-05,177.2626876766728,5.244423183733044e-05,45.65051472647503
2536.716403903904,8.424231652736444e-05,0.5761871259768105,8.256160923288716e-05,24.55016353625153
